click_id,result_id,search_id,user_id,click_date
C001164,R0003129,S002734,U0091,2026-02-17
C001165,R0006533,S005652,U0147,2026-01-23
C001166,R0004742,S004088,U0386,2026-06-28
C001167,R0006566,S005679,U0189,2026-04-12
C001168,R0001361,S001169,U0073,2026-06-05
C001169,R0000539,S000468,U0114,2026-04-01
C001170,R0002272,S001983,U0198,2026-01-19
C001171,R0005331,S004627,U0054,2026-02-12
C001172,R0002576,S002247,U0272,2026-03-04
C001173,R0005739,S004975,U0322,2026-03-14
C001174,R0002885,S002521,U0465,2026-03-05
C001175,R0002690,S002340,U0484,2026-01-19
C001176,R0003245,S002817,U0018,2026-01-22
C001177,R0002824,S002457,U0199,2026-07-15
C001178,R0006823,S005928,U0242,2026-07-03
C001179,R0006331,S005480,U0246,2026-07-13
C001180,R0006416,S005545,U0086,2026-03-07
C001181,R0005133,S004440,U0495,2026-05-18
C001182,R0006685,S005797,U0219,2026-07-27
C001183,R0006434,S005560,U0497,2026-05-04
C001184,R0002146,S001872,U0499,2026-03-17
C001185,R0001215,S001054,U0127,2026-06-09
C001186,R0004148,S003569,U0393,2026-03-18
C001187,R0003793,S003272,U0312,2026-03-03
C001188,R0000811,S000711,U0423,2026-04-03
C001189,R0004505,S003875,U0056,2026-02-05
C001190,R0001847,S001605,U0342,2026-01-24
C001191,R0005698,S004943,U0384,2026-07-12
C001192,R0000769,S000674,U0444,2026-06-16
C001193,R0001960,S001712,U0149,2026-04-30
C001194,R0005951,S005158,U0306,2026-08-12
C001195,R0004700,S004045,U0439,2026-08-04
C001196,R0003923,S003381,U0445,2026-04-12
C001197,R0004464,S003845,U0284,2026-08-09
C001198,R0004157,S003576,U0294,2026-05-27
C001199,R0004571,S003926,U0045,2026-06-24
C001200,R0006000,S005203,U0251,2026-08-18
C001201,R0001003,S000872,U0105,2026-02-14
C001202,R0004726,S004067,U0086,2026-03-17
C001203,R0001438,S001237,U0018,2026-08-01
C001204,R0002073,S001813,U0480,2026-06-12
C001205,R0000857,S000752,U0302,2026-08-23
C001206,R0001067,S000929,U0457,2026-04-22
C001207,R0006881,S005975,U0438,2026-08-08
C001208,R0001558,S001347,U0483,2026-08-21
C001209,R0004791,S004136,U0354,2026-02-13
C001210,R0004561,S003917,U0077,2026-05-22
C001211,R0002621,S002279,U0475,2026-02-19
C001212,R0003442,S002989,U0204,2026-02-10
C001213,R0002975,S002594,U0071,2026-06-14
C001214,R0000890,S000783,U0068,2026-06-05
C001215,R0004956,S004296,U0028,2026-06-06
C001216,R0001923,S001678,U0353,2026-07-30
C001217,R0002992,S002606,U0162,2026-05-30
C001218,R0005940,S005147,U0496,2026-07-08
C001219,R0001683,S001449,U0468,2026-06-10
C001220,R0005226,S004526,U0447,2026-03-07
C001221,R0003589,S003105,U0023,2026-04-07
C001222,R0006031,S005240,U0411,2026-04-24
C001223,R0005316,S004613,U0472,2026-01-28
C001224,R0004809,S004151,U0302,2026-04-27
C001225,R0001393,S001196,U0474,2026-08-03
C001226,R0002972,S002592,U0323,2026-07-19
C001227,R0000460,S000405,U0074,2026-06-05
C001228,R0004613,S003963,U0175,2026-08-15
C001229,R0005656,S004913,U0074,2026-06-16
C001230,R0006191,S005363,U0119,2026-07-12
C001231,R0005312,S004611,U0025,2026-02-16
C001232,R0003275,S002842,U0238,2026-01-02
C001233,R0004497,S003870,U0294,2026-03-16
C001234,R0001790,S001549,U0332,2026-07-30
C001235,R0003693,S003189,U0112,2026-07-03
C001236,R0003112,S002723,U0167,2026-03-29
C001237,R0000843,S000740,U0272,2026-06-25
C001238,R0003401,S002951,U0300,2026-04-29
C001239,R0003169,S002768,U0073,2026-04-20
C001240,R0004499,S003871,U0486,2026-01-25
C001241,R0005872,S005092,U0353,2026-08-06
C001242,R0000433,S000386,U0368,2026-05-26
C001243,R0002037,S001784,U0031,2026-03-09
C001244,R0002336,S002038,U0301,2026-02-03
C001245,R0001864,S001621,U0050,2026-04-22
C001246,R0006567,S005681,U0002,2026-05-02
C001247,R0002779,S002412,U0386,2026-05-16
C001248,R0003938,S003395,U0175,2026-06-26
C001249,R0001940,S001694,U0005,2026-01-19
C001250,R0005073,S004389,U0484,2026-06-18
C001251,R0006552,S005667,U0390,2026-06-14
C001252,R0004170,S003586,U0134,2026-03-09
C001253,R0003657,S003155,U0063,2026-04-22
C001254,R0001099,S000957,U0135,2026-06-07
C001255,R0001784,S001542,U0334,2026-03-25
C001256,R0005391,S004687,U0392,2026-06-26
C001257,R0000088,S000073,U0373,2026-03-21
C001258,R0005340,S004637,U0290,2026-04-17
C001259,R0003690,S003186,U0166,2026-06-27
C001260,R0006509,S005629,U0136,2026-02-14
C001261,R0005898,S005114,U0215,2026-06-03
C001262,R0004403,S003799,U0066,2026-04-17
C001263,R0006498,S005617,U0152,2026-07-04
C001264,R0005922,S005133,U0195,2026-05-31
C001265,R0005410,S004702,U0082,2026-01-11
C001266,R0004009,S003451,U0138,2026-03-05
C001267,R0005921,S005132,U0293,2026-02-06
C001268,R0003954,S003411,U0356,2026-02-05
C001269,R0000158,S000136,U0312,2026-04-16
C001270,R0004392,S003786,U0318,2026-01-17
C001271,R0003603,S003114,U0229,2026-08-04
C001272,R0001288,S001115,U0273,2026-03-16
C001273,R0002860,S002497,U0333,2026-04-02
C001274,R0001606,S001392,U0169,2026-01-08
C001275,R0006084,S005279,U0019,2026-04-02
C001276,R0005291,S004588,U0333,2026-01-21
C001277,R0004963,S004298,U0148,2026-01-09
C001278,R0003220,S002802,U0152,2026-05-06
C001279,R0006462,S005589,U0170,2026-07-25
C001280,R0006863,S005959,U0306,2026-04-10
C001281,R0005404,S004698,U0159,2026-06-13
C001282,R0004130,S003554,U0069,2026-02-10
C001283,R0002156,S001881,U0172,2026-03-28
C001284,R0004132,S003557,U0077,2026-05-09
C001285,R0004886,S004228,U0147,2026-03-30
C001286,R0005505,S004784,U0216,2026-01-29
C001287,R0006397,S005528,U0275,2026-04-01
C001288,R0002836,S002469,U0393,2026-06-04
C001289,R0006679,S005794,U0394,2026-06-25
C001290,R0001333,S001148,U0271,2026-03-27
C001291,R0002524,S002204,U0447,2026-08-23
C001292,R0001991,S001732,U0199,2026-07-04
C001293,R0001800,S001558,U0155,2026-04-19
C001294,R0004086,S003513,U0457,2026-05-16
C001295,R0006018,S005225,U0309,2026-08-27
C001296,R0004474,S003852,U0242,2026-07-27
C001297,R0005370,S004669,U0269,2026-05-22
C001298,R0002505,S002182,U0049,2026-08-01
C001299,R0003104,S002716,U0014,2026-05-05
C001300,R0004877,S004217,U0160,2026-08-20
C001301,R0006286,S005446,U0173,2026-02-01
C001302,R0000207,S000185,U0183,2026-01-18
C001303,R0001152,S001008,U0069,2026-01-15
C001304,R0000997,S000867,U0258,2026-04-06
C001305,R0002470,S002154,U0373,2026-01-28
C001306,R0006076,S005274,U0009,2026-01-25
C001307,R0004935,S004274,U0190,2026-05-10
C001308,R0005873,S005093,U0461,2026-08-25
C001309,R0006291,S005451,U0249,2026-05-26
C001310,R0002508,S002188,U0087,2026-02-20
C001311,R0001354,S001164,U0203,2026-08-02
C001312,R0002602,S002260,U0268,2026-06-06
C001313,R0001365,S001175,U0157,2026-04-22
C001314,R0001399,S001201,U0011,2026-05-26
C001315,R0001608,S001393,U0298,2026-01-12
C001316,R0000754,S000664,U0341,2026-08-08
C001317,R0006687,S005800,U0248,2026-08-02
C001318,R0002766,S002404,U0335,2026-05-14
C001319,R0006283,S005444,U0220,2026-01-09
C001320,R0001453,S001254,U0275,2026-02-06
C001321,R0006139,S005323,U0076,2026-05-13
C001322,R0002812,S002438,U0482,2026-07-05
C001323,R0000154,S000133,U0009,2026-07-18
C001324,R0003034,S002652,U0339,2026-07-13
C001325,R0001766,S001527,U0337,2026-02-13
C001326,R0006755,S005862,U0431,2026-08-13
C001327,R0004046,S003484,U0132,2026-02-23
C001328,R0005992,S005195,U0391,2026-04-06
C001329,R0001763,S001523,U0028,2026-07-01
C001330,R0003618,S003126,U0241,2026-08-02
C001331,R0004547,S003908,U0425,2026-07-02
C001332,R0006551,S005667,U0390,2026-06-14
C001333,R0003297,S002857,U0238,2026-02-04
C001334,R0001711,S001474,U0370,2026-06-02
C001335,R0004538,S003900,U0067,2026-05-17
C001336,R0005599,S004857,U0012,2026-03-28
C001337,R0002460,S002148,U0371,2026-03-16
C001338,R0006116,S005305,U0463,2026-05-19
C001339,R0004574,S003927,U0218,2026-07-12
C001340,R0006527,S005647,U0328,2026-02-12
C001341,R0005767,S004997,U0200,2026-04-29
C001342,R0004131,S003556,U0499,2026-05-22
C001343,R0001954,S001707,U0015,2026-02-12
C001344,R0000907,S000801,U0328,2026-05-02
C001345,R0001948,S001705,U0271,2026-06-28
C001346,R0005663,S004918,U0050,2026-01-14
C001347,R0005608,S004869,U0048,2026-04-29
C001348,R0000664,S000594,U0003,2026-03-08
C001349,R0004096,S003522,U0448,2026-01-21
C001350,R0000823,S000722,U0148,2026-02-03
C001351,R0003077,S002686,U0260,2026-05-13
C001352,R0003679,S003178,U0213,2026-01-24
C001353,R0002990,S002606,U0162,2026-05-30
C001354,R0005372,S004670,U0155,2026-03-15
C001355,R0006017,S005225,U0309,2026-08-27
C001356,R0004312,S003717,U0262,2026-06-28
C001357,R0005276,S004578,U0055,2026-04-22
C001358,R0006046,S005251,U0287,2026-04-13
C001359,R0004374,S003775,U0075,2026-06-19
C001360,R0005630,S004888,U0470,2026-03-09
C001361,R0002697,S002345,U0403,2026-06-26
C001362,R0001654,S001426,U0142,2026-03-12
C001363,R0000633,S000561,U0374,2026-07-21
C001364,R0006829,S005935,U0068,2026-07-05
C001365,R0004990,S004319,U0270,2026-03-09
C001366,R0005211,S004513,U0153,2026-07-12
C001367,R0000040,S000035,U0169,2026-06-13
C001368,R0005570,S004830,U0167,2026-03-28
C001369,R0004435,S003824,U0069,2026-02-05
C001370,R0001159,S001016,U0488,2026-02-03
C001371,R0000994,S000866,U0197,2026-07-29
C001372,R0003741,S003224,U0074,2026-06-02
C001373,R0003912,S003372,U0187,2026-04-17
C001374,R0000563,S000487,U0026,2026-02-20
C001375,R0006530,S005650,U0204,2026-06-28
C001376,R0006310,S005464,U0382,2026-05-14
C001377,R0000426,S000382,U0171,2026-05-29
C001378,R0006214,S005382,U0460,2026-03-30
C001379,R0006203,S005375,U0426,2026-08-22
C001380,R0000213,S000193,U0328,2026-06-22
C001381,R0004978,S004306,U0409,2026-07-02
C001382,R0005246,S004549,U0139,2026-04-27
C001383,R0006463,S005590,U0128,2026-08-14
C001384,R0003171,S002768,U0073,2026-04-20
C001385,R0004178,S003593,U0342,2026-07-05
C001386,R0004925,S004264,U0261,2026-03-27
C001387,R0005063,S004381,U0455,2026-01-10
C001388,R0003810,S003288,U0058,2026-06-13
C001389,R0003671,S003169,U0172,2026-08-24
C001390,R0002074,S001813,U0480,2026-06-12
C001391,R0006713,S005823,U0013,2026-08-12
C001392,R0005974,S005181,U0060,2026-02-16
C001393,R0002652,S002303,U0241,2026-02-06
C001394,R0000981,S000858,U0210,2026-02-28
C001395,R0005016,S004348,U0063,2026-02-06
C001396,R0002692,S002342,U0159,2026-05-19
C001397,R0004031,S003474,U0177,2026-04-28
C001398,R0001278,S001105,U0449,2026-06-17
C001399,R0006282,S005443,U0496,2026-06-07
C001400,R0006547,S005665,U0380,2026-06-28
C001401,R0001087,S000947,U0043,2026-08-21
C001402,R0001518,S001309,U0352,2026-06-10
C001403,R0001456,S001258,U0399,2026-03-11
C001404,R0005275,S004577,U0030,2026-01-11
C001405,R0002375,S002074,U0245,2026-06-09
C001406,R0002714,S002359,U0343,2026-01-05
C001407,R0003348,S002896,U0219,2026-05-26
C001408,R0001261,S001091,U0444,2026-05-01
C001409,R0001572,S001362,U0172,2026-07-19
C001410,R0005915,S005129,U0164,2026-05-25
C001411,R0000688,S000610,U0057,2026-01-20
C001412,R0005844,S005072,U0021,2026-04-20
C001413,R0005005,S004330,U0036,2026-06-23
C001414,R0004603,S003952,U0442,2026-01-14
C001415,R0000764,S000671,U0285,2026-03-01
C001416,R0002323,S002025,U0403,2026-03-19
C001417,R0003918,S003379,U0290,2026-07-05
C001418,R0001613,S001395,U0180,2026-04-28
C001419,R0005286,S004585,U0219,2026-02-24
C001420,R0001301,S001122,U0192,2026-05-28
C001421,R0004648,S004001,U0334,2026-07-28
C001422,R0003337,S002890,U0307,2026-05-14
C001423,R0000247,S000225,U0454,2026-06-04
C001424,R0002154,S001881,U0172,2026-03-28
C001425,R0003261,S002831,U0045,2026-04-11
C001426,R0001687,S001453,U0424,2026-05-01
C001427,R0003837,S003308,U0452,2026-04-08
C001428,R0002502,S002180,U0089,2026-06-23
C001429,R0004898,S004241,U0105,2026-06-24
C001430,R0006420,S005551,U0343,2026-03-31
C001431,R0005060,S004378,U0267,2026-02-25
C001432,R0006708,S005819,U0287,2026-03-06
C001433,R0005263,S004563,U0334,2026-02-28
C001434,R0002473,S002156,U0338,2026-03-21
C001435,R0002506,S002184,U0476,2026-03-02
C001436,R0002200,S001923,U0234,2026-04-08
C001437,R0005396,S004690,U0387,2026-04-10
C001438,R0005896,S005112,U0184,2026-01-16
C001439,R0002306,S002014,U0378,2026-07-14
C001440,R0005419,S004712,U0033,2026-05-25
C001441,R0000636,S000563,U0275,2026-06-02
C001442,R0006297,S005455,U0286,2026-02-06
C001443,R0005817,S005034,U0436,2026-04-06
C001444,R0002775,S002408,U0302,2026-08-16
C001445,R0003841,S003313,U0161,2026-02-09
C001446,R0006597,S005704,U0035,2026-06-13
C001447,R0006195,S005367,U0320,2026-04-20
C001448,R0002790,S002419,U0251,2026-04-19
C001449,R0004360,S003763,U0178,2026-03-04
C001450,R0006268,S005432,U0191,2026-05-25
C001451,R0006908,S005999,U0479,2026-07-07
C001452,R0001853,S001612,U0247,2026-03-15
C001453,R0004171,S003587,U0259,2026-02-25
C001454,R0001338,S001152,U0020,2026-05-09
C001455,R0006437,S005563,U0455,2026-07-19
C001456,R0002308,S002015,U0090,2026-01-06
C001457,R0001119,S000977,U0256,2026-06-28
C001458,R0002385,S002080,U0158,2026-07-09
C001459,R0002719,S002365,U0295,2026-01-11
C001460,R0004414,S003808,U0394,2026-05-29
C001461,R0006892,S005985,U0328,2026-06-14
C001462,R0000805,S000706,U0403,2026-07-10
C001463,R0000932,S000818,U0047,2026-04-16
C001464,R0005394,S004688,U0014,2026-02-26
C001465,R0004394,S003789,U0083,2026-08-11
C001466,R0003098,S002712,U0434,2026-07-14
C001467,R0001360,S001169,U0073,2026-06-05
C001468,R0002009,S001762,U0142,2026-08-15
C001469,R0004114,S003542,U0389,2026-01-12
C001470,R0004388,S003785,U0500,2026-07-17
C001471,R0000706,S000626,U0281,2026-07-12
C001472,R0004418,S003811,U0482,2026-03-28
C001473,R0002115,S001847,U0148,2026-07-23
C001474,R0005626,S004885,U0380,2026-04-15
C001475,R0000651,S000580,U0392,2026-03-16
C001476,R0003358,S002908,U0354,2026-04-26
C001477,R0001722,S001482,U0122,2026-02-07
C001478,R0006625,S005727,U0099,2026-06-28
C001479,R0000404,S000367,U0099,2026-03-11
C001480,R0000986,S000860,U0174,2026-07-11
C001481,R0002031,S001777,U0206,2026-05-20
C001482,R0002688,S002338,U0228,2026-01-07
C001483,R0002711,S002358,U0131,2026-06-17
C001484,R0000874,S000769,U0052,2026-01-08
C001485,R0002547,S002221,U0439,2026-03-21
C001486,R0001350,S001160,U0413,2026-02-27
C001487,R0001901,S001660,U0187,2026-07-29
C001488,R0003747,S003232,U0063,2026-06-07
C001489,R0001126,S000982,U0194,2026-08-18
C001490,R0002455,S002140,U0058,2026-07-28
C001491,R0001231,S001069,U0269,2026-08-15
C001492,R0005621,S004880,U0123,2026-03-19
C001493,R0004659,S004007,U0456,2026-01-18
C001494,R0001771,S001530,U0467,2026-07-26
C001495,R0003506,S003035,U0436,2026-05-20
C001496,R0001161,S001017,U0498,2026-08-15
C001497,R0005811,S005032,U0224,2026-08-07
C001498,R0003223,S002803,U0095,2026-03-02
C001499,R0000810,S000710,U0475,2026-08-06
C001500,R0002050,S001797,U0336,2026-05-27
C001501,R0001707,S001472,U0459,2026-06-19
C001502,R0000708,S000628,U0177,2026-05-28
C001503,R0003547,S003068,U0365,2026-07-21
C001504,R0005979,S005186,U0073,2026-08-13
C001505,R0000112,S000099,U0120,2026-08-01
C001506,R0001578,S001367,U0225,2026-08-05
C001507,R0006632,S005737,U0337,2026-02-04
C001508,R0000275,S000246,U0440,2026-02-03
C001509,R0003698,S003191,U0183,2026-01-15
C001510,R0006880,S005974,U0231,2026-06-22
C001511,R0003550,S003071,U0363,2026-05-21
C001512,R0003450,S002994,U0084,2026-01-05
C001513,R0002699,S002346,U0309,2026-01-11
C001514,R0003446,S002991,U0189,2026-01-22
C001515,R0001294,S001117,U0360,2026-05-01
C001516,R0005867,S005087,U0006,2026-03-09
C001517,R0003999,S003444,U0163,2026-03-02
C001518,R0000970,S000848,U0208,2026-06-07
C001519,R0001188,S001032,U0228,2026-06-15
C001520,R0005769,S004998,U0424,2026-03-25
C001521,R0004713,S004055,U0436,2026-04-22
C001522,R0000695,S000614,U0060,2026-08-28
C001523,R0001053,S000913,U0234,2026-08-13
C001524,R0003653,S003149,U0471,2026-06-05
C001525,R0004022,S003465,U0187,2026-07-13
C001526,R0001075,S000941,U0027,2026-06-16
C001527,R0003522,S003051,U0288,2026-03-17
C001528,R0001816,S001578,U0165,2026-01-09
C001529,R0004966,S004300,U0328,2026-07-10
C001530,R0001268,S001097,U0256,2026-05-25
C001531,R0006112,S005302,U0015,2026-07-23
C001532,R0005258,S004559,U0481,2026-06-09
C001533,R0000879,S000776,U0038,2026-03-19
C001534,R0002147,S001873,U0022,2026-03-11
C001535,R0001544,S001332,U0306,2026-05-23
C001536,R0005617,S004876,U0465,2026-02-18
C001537,R0001646,S001424,U0050,2026-03-19
C001538,R0006105,S005296,U0003,2026-07-23
C001539,R0002632,S002291,U0235,2026-04-21
C001540,R0005706,S004947,U0445,2026-01-14
C001541,R0003565,S003087,U0336,2026-02-03
C001542,R0000056,S000044,U0436,2026-07-31
C001543,R0001063,S000927,U0205,2026-07-29
C001544,R0004930,S004268,U0452,2026-04-18
C001545,R0001569,S001361,U0483,2026-02-17
C001546,R0006704,S005812,U0241,2026-04-24
C001547,R0006520,S005639,U0228,2026-03-23
C001548,R0002661,S002311,U0293,2026-04-08
C001549,R0003816,S003294,U0443,2026-04-07
C001550,R0000268,S000243,U0048,2026-08-07
C001551,R0004199,S003610,U0067,2026-08-21
C001552,R0004361,S003763,U0178,2026-03-04
C001553,R0001900,S001658,U0475,2026-05-14
C001554,R0006211,S005380,U0185,2026-02-25
C001555,R0003643,S003143,U0196,2026-02-23
C001556,R0000372,S000334,U0452,2026-05-30
C001557,R0002873,S002505,U0451,2026-05-29
C001558,R0003704,S003196,U0090,2026-07-16
C001559,R0006342,S005487,U0019,2026-01-21
C001560,R0000838,S000735,U0191,2026-04-06
C001561,R0006796,S005898,U0158,2026-02-11
C001562,R0005770,S004999,U0174,2026-04-27
C001563,R0006198,S005369,U0342,2026-05-18
C001564,R0002034,S001782,U0119,2026-05-20
C001565,R0003221,S002802,U0152,2026-05-06
C001566,R0000644,S000572,U0157,2026-07-18
C001567,R0002265,S001975,U0261,2026-01-18
C001568,R0001541,S001331,U0080,2026-07-15
C001569,R0004863,S004207,U0024,2026-08-27
C001570,R0000920,S000810,U0463,2026-02-26
C001571,R0003592,S003108,U0393,2026-03-05
C001572,R0006663,S005773,U0199,2026-08-09
C001573,R0005679,S004929,U0391,2026-03-15
C001574,R0005450,S004741,U0413,2026-03-12
C001575,R0001106,S000960,U0489,2026-05-15
C001576,R0005551,S004817,U0163,2026-04-22
C001577,R0003268,S002835,U0032,2026-03-04
C001578,R0006771,S005878,U0226,2026-08-06
C001579,R0005393,S004688,U0014,2026-02-26
C001580,R0002439,S002124,U0412,2026-03-12
C001581,R0001886,S001645,U0109,2026-03-13
C001582,R0006461,S005589,U0170,2026-07-25
C001583,R0002107,S001841,U0259,2026-02-23
C001584,R0003402,S002953,U0113,2026-08-16
C001585,R0000564,S000487,U0026,2026-02-20
C001586,R0004015,S003459,U0325,2026-01-26
C001587,R0004339,S003746,U0292,2026-04-08
C001588,R0003541,S003063,U0175,2026-04-06
C001589,R0004882,S004225,U0375,2026-04-28
C001590,R0003156,S002758,U0111,2026-02-08
C001591,R0002014,S001766,U0271,2026-02-02
C001592,R0005834,S005055,U0498,2026-08-15
C001593,R0000129,S000112,U0262,2026-04-22
C001594,R0001676,S001442,U0106,2026-04-16
C001595,R0003872,S003340,U0459,2026-08-21
C001596,R0005218,S004519,U0427,2026-06-02
C001597,R0003711,S003204,U0058,2026-05-02
C001598,R0004848,S004188,U0052,2026-01-13
C001599,R0004016,S003460,U0421,2026-01-23
C001600,R0003963,S003418,U0282,2026-02-10
C001601,R0000272,S000245,U0309,2026-07-13
C001602,R0003590,S003107,U0013,2026-05-25
C001603,R0003815,S003293,U0236,2026-04-30
C001604,R0003972,S003423,U0481,2026-07-31
C001605,R0003041,S002657,U0103,2026-08-03
C001606,R0006404,S005535,U0293,2026-08-01
C001607,R0001526,S001321,U0017,2026-02-02
C001608,R0001206,S001045,U0010,2026-04-28
C001609,R0004708,S004053,U0375,2026-02-11
C001610,R0002097,S001832,U0076,2026-07-01
C001611,R0005634,S004894,U0009,2026-07-24
C001612,R0006190,S005362,U0064,2026-04-29
C001613,R0000338,S000296,U0158,2026-03-10
C001614,R0000469,S000409,U0280,2026-03-07
C001615,R0001233,S001072,U0139,2026-07-02
C001616,R0002036,S001784,U0031,2026-03-09
C001617,R0001571,S001362,U0172,2026-07-19
C001618,R0006082,S005278,U0318,2026-05-20
C001619,R0003124,S002731,U0142,2026-01-05
C001620,R0003250,S002819,U0490,2026-03-24
C001621,R0000827,S000728,U0294,2026-01-19
C001622,R0003295,S002853,U0379,2026-04-07
C001623,R0000645,S000572,U0157,2026-07-18
C001624,R0005782,S005013,U0389,2026-05-14
C001625,R0004702,S004047,U0217,2026-01-03
C001626,R0000445,S000395,U0005,2026-03-16
C001627,R0000333,S000294,U0084,2026-01-02
C001628,R0001725,S001486,U0031,2026-06-14
C001629,R0001892,S001652,U0398,2026-04-04
C001630,R0002131,S001862,U0030,2026-06-21
C001631,R0000292,S000265,U0358,2026-01-12
C001632,R0004430,S003822,U0449,2026-03-04
C001633,R0004421,S003812,U0067,2026-03-14
C001634,R0003340,S002892,U0270,2026-07-12
C001635,R0004273,S003678,U0383,2026-03-03
C001636,R0001783,S001542,U0334,2026-03-25
C001637,R0000464,S000407,U0169,2026-03-23
C001638,R0002941,S002565,U0380,2026-02-07
C001639,R0001199,S001039,U0250,2026-05-24
C001640,R0000757,S000665,U0060,2026-05-20
C001641,R0006683,S005796,U0498,2026-05-24
C001642,R0004627,S003977,U0067,2026-03-08
C001643,R0002783,S002414,U0119,2026-03-08
C001644,R0001961,S001712,U0149,2026-04-30
C001645,R0001533,S001326,U0402,2026-06-29
C001646,R0002938,S002564,U0372,2026-02-01
C001647,R0002951,S002573,U0174,2026-03-17
C001648,R0006592,S005701,U0129,2026-02-18
C001649,R0000573,S000496,U0096,2026-05-02
C001650,R0001817,S001578,U0165,2026-01-09
C001651,R0004621,S003969,U0190,2026-04-27
C001652,R0001229,S001069,U0269,2026-08-15
C001653,R0000221,S000200,U0310,2026-03-18
C001654,R0000731,S000648,U0027,2026-08-25
C001655,R0000837,S000734,U0393,2026-02-17
C001656,R0000799,S000702,U0493,2026-06-24
C001657,R0004946,S004287,U0399,2026-06-17
C001658,R0004632,S003980,U0368,2026-03-16
C001659,R0000727,S000646,U0399,2026-06-10
C001660,R0004535,S003897,U0314,2026-07-09
C001661,R0005348,S004642,U0321,2026-07-28
C001662,R0001092,S000951,U0339,2026-04-16
C001663,R0001649,S001425,U0428,2026-01-11
C001664,R0004071,S003499,U0375,2026-08-26
C001665,R0006775,S005881,U0195,2026-05-22
C001666,R0000875,S000770,U0045,2026-02-22
C001667,R0003896,S003359,U0158,2026-05-28
C001668,R0001428,S001230,U0117,2026-08-21
C001669,R0005004,S004329,U0498,2026-01-07
C001670,R0002411,S002104,U0101,2026-01-07
C001671,R0001422,S001224,U0439,2026-04-01
C001672,R0000389,S000353,U0400,2026-08-22
C001673,R0001186,S001032,U0228,2026-06-15
C001674,R0005987,S005191,U0072,2026-04-29
C001675,R0000621,S000548,U0019,2026-03-20
C001676,R0002347,S002043,U0479,2026-05-24
C001677,R0006748,S005854,U0221,2026-02-04
C001678,R0005003,S004329,U0498,2026-01-07
C001679,R0002035,S001782,U0119,2026-05-20
C001680,R0001833,S001592,U0335,2026-03-28
C001681,R0002682,S002334,U0053,2026-01-08
C001682,R0004805,S004148,U0106,2026-04-29
C001683,R0004707,S004053,U0375,2026-02-11
C001684,R0001054,S000914,U0024,2026-07-18
C001685,R0004282,S003689,U0318,2026-03-19
C001686,R0003700,S003192,U0085,2026-03-24
C001687,R0006155,S005336,U0107,2026-06-09
C001688,R0004230,S003639,U0323,2026-04-28
C001689,R0005868,S005089,U0118,2026-08-08
C001690,R0005481,S004767,U0230,2026-07-04
C001691,R0002247,S001962,U0198,2026-03-21
C001692,R0006884,S005976,U0125,2026-07-24
C001693,R0001096,S000952,U0447,2026-01-06
C001694,R0001337,S001152,U0020,2026-05-09
C001695,R0002735,S002379,U0329,2026-03-26
C001696,R0003983,S003430,U0424,2026-08-16
C001697,R0003488,S003026,U0254,2026-01-28
C001698,R0001176,S001024,U0178,2026-05-06
C001699,R0000895,S000788,U0441,2026-06-03
C001700,R0002581,S002249,U0360,2026-03-13
C001701,R0005101,S004411,U0220,2026-07-19
C001702,R0003405,S002954,U0455,2026-07-24
C001703,R0003362,S002911,U0125,2026-05-19
C001704,R0004994,S004323,U0209,2026-02-13
C001705,R0001963,S001713,U0358,2026-03-10
C001706,R0004023,S003465,U0187,2026-07-13
C001707,R0000988,S000862,U0256,2026-05-03
C001708,R0006264,S005429,U0119,2026-04-09
C001709,R0003347,S002896,U0219,2026-05-26
C001710,R0001903,S001661,U0170,2026-05-14
C001711,R0003249,S002818,U0136,2026-08-17
C001712,R0002868,S002502,U0432,2026-07-31
C001713,R0001593,S001382,U0361,2026-05-23
C001714,R0002484,S002167,U0065,2026-04-15
C001715,R0002489,S002170,U0334,2026-08-17
C001716,R0003135,S002739,U0365,2026-08-17
C001717,R0006745,S005853,U0005,2026-02-23
C001718,R0004938,S004279,U0277,2026-05-13
C001719,R0006119,S005306,U0202,2026-06-21
C001720,R0001302,S001123,U0429,2026-02-02
C001721,R0003525,S003052,U0388,2026-04-09
C001722,R0002001,S001748,U0373,2026-06-16
C001723,R0004141,S003563,U0154,2026-04-28
C001724,R0002335,S002038,U0301,2026-02-03
C001725,R0006011,S005213,U0358,2026-03-08
C001726,R0001908,S001662,U0052,2026-01-26
C001727,R0001480,S001278,U0352,2026-03-18
C001728,R0002785,S002415,U0168,2026-01-04
C001729,R0001495,S001290,U0242,2026-05-21
C001730,R0005732,S004965,U0344,2026-05-13
C001731,R0004823,S004166,U0025,2026-02-28
C001732,R0002889,S002525,U0015,2026-06-07
C001733,R0004957,S004296,U0028,2026-06-06
C001734,R0004313,S003720,U0375,2026-05-03
C001735,R0005970,S005177,U0206,2026-04-27
C001736,R0002382,S002078,U0327,2026-06-30
C001737,R0001047,S000909,U0180,2026-03-02
C001738,R0006153,S005335,U0147,2026-07-29
C001739,R0006387,S005515,U0457,2026-01-03
C001740,R0006266,S005431,U0094,2026-06-11
C001741,R0003225,S002804,U0442,2026-03-21
C001742,R0004630,S003979,U0383,2026-05-12
C001743,R0003271,S002837,U0118,2026-01-28
C001744,R0006885,S005978,U0272,2026-08-25
C001745,R0002965,S002586,U0247,2026-02-03
