result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0003443,S002990,United Airlines,MileagePlus,Business,64606,7025,147665,Available
R0003444,S002990,Etihad Airways,Etihad Guest,Business,139969,16775,330300,Available
R0003445,S002991,Qatar Airways,Privilege Club,Business,79372,16087,204120,Available
R0003446,S002991,United Airlines,MileagePlus,Business,66474,4261,159684,Available
R0003447,S002992,Air Canada,Aeroplan,Business,72451,3950,162925,Available
R0003448,S002992,Singapore Airlines,KrisFlyer,Business,113732,10085,239155,Available
R0003449,S002994,Lufthansa,Miles & More,Economy,36005,15037,73322,Available
R0003450,S002994,Air Canada,Aeroplan,Economy,29644,13227,82056,Available
R0003451,S002995,Singapore Airlines,KrisFlyer,Economy,36640,16572,131502,Available
R0003452,S002995,United Airlines,MileagePlus,Economy,63645,14306,133968,Available
R0003453,S002995,Air India,Flying Returns,Economy,50071,10022,160611,Available
R0003454,S002997,Singapore Airlines,KrisFlyer,Economy,60913,12715,110303,Available
R0003455,S002997,Air Canada,Aeroplan,Economy,56064,12511,188698,Available
R0003456,S002998,Air India,Flying Returns,Economy,40634,8433,104407,Available
R0003457,S002998,Emirates,Skywards,Economy,62531,7163,147105,Available
R0003458,S003000,Air Canada,Aeroplan,Economy,40052,15871,98630,Available
R0003459,S003002,United Airlines,MileagePlus,Business,67267,14846,176148,Available
R0003460,S003002,Air Canada,Aeroplan,Business,100928,10325,245142,Available
R0003461,S003003,Emirates,Skywards,Economy,58468,13881,198235,Available
R0003462,S003004,Singapore Airlines,KrisFlyer,Business,64502,4704,111359,Available
R0003463,S003004,United Airlines,MileagePlus,Business,137288,16281,409252,Available
R0003464,S003005,Qatar Airways,Privilege Club,Economy,39356,10619,118661,Available
R0003465,S003005,Air Canada,Aeroplan,Economy,40045,14293,123131,Available
R0003466,S003009,Etihad Airways,Etihad Guest,Economy,49424,6913,136215,Available
R0003467,S003009,Air Canada,Aeroplan,Economy,56378,16862,118196,Available
R0003468,S003010,United Airlines,MileagePlus,Economy,46356,13591,93164,Available
R0003469,S003010,Etihad Airways,Etihad Guest,Economy,51900,4258,117531,Available
R0003470,S003011,Singapore Airlines,KrisFlyer,Business,82665,6817,223477,Available
R0003471,S003011,Emirates,Skywards,Business,121286,6695,350366,Available
R0003472,S003013,Etihad Airways,Etihad Guest,Economy,38905,16242,89254,Available
R0003473,S003014,Emirates,Skywards,Business,87575,3915,197885,Available
R0003474,S003015,Air Canada,Aeroplan,Economy,38628,16080,95931,Available
R0003475,S003015,Emirates,Skywards,Economy,42463,15318,148784,Available
R0003476,S003015,Etihad Airways,Etihad Guest,Economy,27872,17162,70832,Available
R0003477,S003017,Singapore Airlines,KrisFlyer,First,162217,13498,458399,Available
R0003478,S003017,United Airlines,MileagePlus,First,114894,14138,262040,Available
R0003479,S003017,Air Canada,Aeroplan,First,173465,8868,507244,Available
R0003480,S003019,United Airlines,MileagePlus,First,159936,9157,489322,Available
R0003481,S003020,Singapore Airlines,KrisFlyer,Business,79867,6191,144774,Available
R0003482,S003022,Emirates,Skywards,Economy,44411,13380,134794,Available
R0003483,S003023,United Airlines,MileagePlus,Economy,50769,15506,147738,Available
R0003484,S003024,Air Canada,Aeroplan,Economy,26327,9112,56490,Available
R0003485,S003024,Qatar Airways,Privilege Club,Economy,63798,9792,192643,Available
R0003486,S003025,Air Canada,Aeroplan,Business,89171,3534,193348,Available
R0003487,S003025,Air India,Flying Returns,Business,83918,8251,200520,Available
R0003488,S003026,Singapore Airlines,KrisFlyer,Business,77530,16355,213271,Available
R0003489,S003026,Qatar Airways,Privilege Club,Business,118700,12963,223864,Available
R0003490,S003026,Air India,Flying Returns,Business,83357,16531,201870,Available
R0003491,S003027,Etihad Airways,Etihad Guest,Economy,40490,7503,117098,Available
R0003492,S003028,Air India,Flying Returns,Business,139689,13002,315555,Available
R0003493,S003028,Singapore Airlines,KrisFlyer,Business,131843,7930,305859,Available
R0003494,S003029,Emirates,Skywards,Economy,62066,9260,129653,Available
R0003495,S003029,Air India,Flying Returns,Economy,28527,12723,73285,Available
R0003496,S003030,Singapore Airlines,KrisFlyer,Economy,64099,8773,132316,Available
R0003497,S003030,Etihad Airways,Etihad Guest,Economy,57609,10976,118253,Available
R0003498,S003030,Qatar Airways,Privilege Club,Economy,43535,6213,135638,Available
R0003499,S003031,Singapore Airlines,KrisFlyer,Economy,60695,6193,119230,Available
R0003500,S003031,Air India,Flying Returns,Economy,45625,8750,137650,Available
R0003501,S003032,Air India,Flying Returns,Economy,44568,14857,95522,Available
R0003502,S003032,Qatar Airways,Privilege Club,Economy,35636,16321,123551,Available
R0003503,S003032,Etihad Airways,Etihad Guest,Economy,42077,6573,86027,Available
R0003504,S003033,Air Canada,Aeroplan,Economy,29346,11204,97606,Available
R0003505,S003034,Air India,Flying Returns,Economy,32106,10742,80685,Available
R0003506,S003035,Singapore Airlines,KrisFlyer,Business,67224,13079,147959,Available
R0003507,S003035,United Airlines,MileagePlus,Business,108833,6551,189352,Available
R0003508,S003036,Singapore Airlines,KrisFlyer,Business,89259,3729,158904,Available
R0003509,S003037,Lufthansa,Miles & More,Economy,28295,13076,83920,Available
R0003510,S003037,United Airlines,MileagePlus,Economy,42772,11797,139772,Available
R0003511,S003038,Emirates,Skywards,Business,67877,9284,191366,Available
R0003512,S003040,Air India,Flying Returns,Economy,39451,6222,122502,Available
R0003513,S003041,United Airlines,MileagePlus,Business,146893,6264,251499,Available
R0003514,S003041,Qatar Airways,Privilege Club,Business,104765,17483,188166,Available
R0003515,S003041,Etihad Airways,Etihad Guest,Business,82704,8898,185250,Available
R0003516,S003043,Etihad Airways,Etihad Guest,Business,93501,7954,267236,Available
R0003517,S003043,Lufthansa,Miles & More,Business,109916,14229,259641,Available
R0003518,S003044,Air India,Flying Returns,Business,136508,11782,347496,Available
R0003519,S003048,Lufthansa,Miles & More,Economy,59357,11213,186856,Available
R0003520,S003048,Air India,Flying Returns,Economy,63798,5025,182333,Available
R0003521,S003048,United Airlines,MileagePlus,Economy,37643,10067,108618,Available
R0003522,S003051,Singapore Airlines,KrisFlyer,Economy,39264,7931,88050,Available
R0003523,S003051,Air India,Flying Returns,Economy,53309,7301,101988,Available
R0003524,S003051,Emirates,Skywards,Economy,39539,4483,82079,Available
R0003525,S003052,United Airlines,MileagePlus,Business,64268,7548,141198,Available
R0003526,S003052,Singapore Airlines,KrisFlyer,Business,137750,3746,299341,Available
R0003527,S003052,Air India,Flying Returns,Business,107423,11052,228626,Available
R0003528,S003054,Emirates,Skywards,Business,106150,5418,324195,Available
R0003529,S003054,Singapore Airlines,KrisFlyer,Business,144477,17331,270417,Available
R0003530,S003054,Air India,Flying Returns,Business,93756,17503,293314,Available
R0003531,S003055,Singapore Airlines,KrisFlyer,Economy,34515,12207,103318,Available
R0003532,S003057,Air India,Flying Returns,Economy,30532,9972,80072,Available
R0003533,S003060,Air Canada,Aeroplan,Business,72448,17106,196683,Available
R0003534,S003060,Qatar Airways,Privilege Club,Business,110445,9600,358248,Available
R0003535,S003060,Singapore Airlines,KrisFlyer,Business,149670,17399,394166,Available
R0003536,S003061,Air Canada,Aeroplan,Business,103251,15198,326657,Available
R0003537,S003062,United Airlines,MileagePlus,Business,128346,12316,270889,Available
R0003538,S003062,Etihad Airways,Etihad Guest,Business,73886,16247,165695,Available
R0003539,S003062,Qatar Airways,Privilege Club,Business,116719,3630,376531,Available
R0003540,S003063,Qatar Airways,Privilege Club,First,133556,3583,263075,Available
R0003541,S003063,Singapore Airlines,KrisFlyer,First,182411,8642,559041,Available
R0003542,S003064,Qatar Airways,Privilege Club,Business,72550,3698,136078,Available
R0003543,S003064,United Airlines,MileagePlus,Business,146042,8600,346489,Available
R0003544,S003065,Qatar Airways,Privilege Club,First,176907,5558,409674,Available
R0003545,S003065,United Airlines,MileagePlus,First,176375,9791,558696,Available
R0003546,S003065,Emirates,Skywards,First,191832,9912,477971,Available
R0003547,S003068,Emirates,Skywards,Economy,36508,17036,112042,Available
R0003548,S003068,Singapore Airlines,KrisFlyer,Economy,64350,17122,157913,Available
R0003549,S003071,Etihad Airways,Etihad Guest,Economy,32708,10585,63970,Available
R0003550,S003071,Singapore Airlines,KrisFlyer,Economy,34578,4469,75852,Available
R0003551,S003071,Qatar Airways,Privilege Club,Economy,28160,16764,91818,Available
R0003552,S003073,Singapore Airlines,KrisFlyer,Business,121292,13262,329838,Available
R0003553,S003073,Qatar Airways,Privilege Club,Business,122641,12838,248333,Available
R0003554,S003074,Etihad Airways,Etihad Guest,First,182709,7638,410669,Available
R0003555,S003076,Singapore Airlines,KrisFlyer,Economy,63305,9094,180945,Available
R0003556,S003076,Etihad Airways,Etihad Guest,Economy,44146,13369,148003,Available
R0003557,S003078,Lufthansa,Miles & More,Economy,40270,3896,86825,Available
R0003558,S003079,Singapore Airlines,KrisFlyer,Economy,42232,12878,146378,Available
R0003559,S003082,United Airlines,MileagePlus,Economy,61800,15368,126873,Available
R0003560,S003083,Etihad Airways,Etihad Guest,Business,128389,9803,332533,Available
R0003561,S003084,Air India,Flying Returns,Business,123843,5859,303715,Available
R0003562,S003084,United Airlines,MileagePlus,Business,71852,6385,231141,Available
R0003563,S003086,Singapore Airlines,KrisFlyer,Economy,40581,15819,144685,Available
R0003564,S003087,Singapore Airlines,KrisFlyer,Business,68402,11449,194453,Available
R0003565,S003087,Etihad Airways,Etihad Guest,Business,90153,11238,204195,Available
R0003566,S003088,United Airlines,MileagePlus,Business,84830,4752,243109,Available
R0003567,S003089,Air Canada,Aeroplan,Economy,60715,9669,120993,Available
R0003568,S003090,Lufthansa,Miles & More,Economy,49254,11966,162762,Available
R0003569,S003092,Emirates,Skywards,Economy,57174,17511,177056,Available
R0003570,S003093,United Airlines,MileagePlus,Business,125358,6125,371396,Available
R0003571,S003094,Air Canada,Aeroplan,Economy,38885,10542,106396,Available
R0003572,S003094,United Airlines,MileagePlus,Economy,55553,8125,170593,Available
R0003573,S003095,Qatar Airways,Privilege Club,Economy,53325,17873,150779,Available
R0003574,S003095,Emirates,Skywards,Economy,27808,7351,69150,Available
R0003575,S003096,Air Canada,Aeroplan,Economy,36813,11847,73515,Available
R0003576,S003097,Air Canada,Aeroplan,Business,114797,8860,204874,Available
R0003577,S003098,Emirates,Skywards,Economy,36787,3895,75746,Available
R0003578,S003098,Qatar Airways,Privilege Club,Economy,40026,8014,86748,Available
R0003579,S003098,Etihad Airways,Etihad Guest,Economy,33692,7042,66553,Available
R0003580,S003099,Emirates,Skywards,Economy,29838,9521,79972,Available
R0003581,S003099,Singapore Airlines,KrisFlyer,Economy,30071,7448,93614,Available
R0003582,S003099,Air India,Flying Returns,Economy,41544,16535,99260,Available
R0003583,S003100,United Airlines,MileagePlus,Business,73241,17518,245947,Available
R0003584,S003100,Air India,Flying Returns,Business,122468,6992,318512,Available
R0003585,S003102,Lufthansa,Miles & More,Economy,57505,11286,118667,Available
R0003586,S003103,Qatar Airways,Privilege Club,Economy,47674,8437,90601,Available
R0003587,S003103,Lufthansa,Miles & More,Economy,45975,10266,119581,Available
R0003588,S003105,Air Canada,Aeroplan,First,175259,13308,541303,Available
R0003589,S003105,Emirates,Skywards,First,167768,6132,334762,Available
R0003590,S003107,Etihad Airways,Etihad Guest,Economy,38063,5526,78912,Available
R0003591,S003107,Lufthansa,Miles & More,Economy,27626,7493,84623,Available
R0003592,S003108,Air India,Flying Returns,Economy,62235,3786,176801,Available
R0003593,S003108,Qatar Airways,Privilege Club,Economy,60362,9193,136523,Available
R0003594,S003109,Qatar Airways,Privilege Club,Business,102662,17055,343207,Available
R0003595,S003109,Singapore Airlines,KrisFlyer,Business,137682,16837,348083,Available
R0003596,S003110,United Airlines,MileagePlus,Business,96599,6132,191199,Available
R0003597,S003111,Qatar Airways,Privilege Club,Business,68453,17945,146796,Available
R0003598,S003111,Air Canada,Aeroplan,Business,100800,14714,244677,Available
R0003599,S003112,Air India,Flying Returns,Business,111344,9482,295344,Available
R0003600,S003112,Qatar Airways,Privilege Club,Business,79600,14199,228402,Available
R0003601,S003113,Emirates,Skywards,Business,99370,12656,326000,Available
R0003602,S003113,Etihad Airways,Etihad Guest,Business,140075,9092,368399,Available
R0003603,S003114,Lufthansa,Miles & More,Business,72507,11405,164125,Available
R0003604,S003115,Qatar Airways,Privilege Club,Business,132804,15636,365504,Available
R0003605,S003116,Air Canada,Aeroplan,Economy,62582,7305,191709,Available
R0003606,S003116,Lufthansa,Miles & More,Economy,64265,5067,173614,Available
R0003607,S003116,Emirates,Skywards,Economy,46065,8896,126611,Available
R0003608,S003117,Air India,Flying Returns,Economy,44377,16739,150374,Available
R0003609,S003117,Emirates,Skywards,Economy,50509,7272,100288,Available
R0003610,S003118,Lufthansa,Miles & More,Economy,30485,15308,82752,Available
R0003611,S003119,Air Canada,Aeroplan,Economy,64460,12764,173233,Available
R0003612,S003121,Singapore Airlines,KrisFlyer,Economy,60426,17346,153461,Available
R0003613,S003122,Emirates,Skywards,Business,62697,6683,141701,Available
R0003614,S003123,Etihad Airways,Etihad Guest,Economy,45143,5314,99304,Available
R0003615,S003124,Singapore Airlines,KrisFlyer,Business,128450,4535,294779,Available
R0003616,S003124,Qatar Airways,Privilege Club,Business,93036,5641,157139,Available
R0003617,S003125,Etihad Airways,Etihad Guest,Economy,36910,7151,76731,Available
R0003618,S003126,United Airlines,MileagePlus,Economy,61817,5922,137745,Available
R0003619,S003126,Etihad Airways,Etihad Guest,Economy,64158,12077,191858,Available
R0003620,S003127,United Airlines,MileagePlus,Economy,53631,4343,105966,Available
R0003621,S003127,Qatar Airways,Privilege Club,Economy,30582,8149,88325,Available
R0003622,S003128,Air India,Flying Returns,Business,91600,17189,202208,Available
R0003623,S003128,Singapore Airlines,KrisFlyer,Business,98835,6386,216745,Available
R0003624,S003128,Lufthansa,Miles & More,Business,102439,13438,250584,Available
R0003625,S003129,Air India,Flying Returns,Economy,52302,6114,100349,Available
R0003626,S003129,United Airlines,MileagePlus,Economy,49619,13296,104183,Available
R0003627,S003129,Lufthansa,Miles & More,Economy,50704,17175,179096,Available
R0003628,S003130,Air India,Flying Returns,Economy,43246,15130,137305,Available
R0003629,S003130,Qatar Airways,Privilege Club,Economy,47209,5163,147114,Available
R0003630,S003132,United Airlines,MileagePlus,Business,147460,15616,463629,Available
R0003631,S003132,Qatar Airways,Privilege Club,Business,91871,14262,185354,Available
R0003632,S003133,Air Canada,Aeroplan,Economy,63156,6653,129438,Available
R0003633,S003133,Air India,Flying Returns,Economy,31156,16781,74305,Available
R0003634,S003134,Air India,Flying Returns,First,156854,11010,483342,Available
R0003635,S003134,Etihad Airways,Etihad Guest,First,156800,7169,459853,Available
R0003636,S003136,Qatar Airways,Privilege Club,Economy,36097,8082,113791,Available
R0003637,S003137,Lufthansa,Miles & More,Business,119698,17477,227610,Available
R0003638,S003139,Air India,Flying Returns,Business,100058,11728,247743,Available
R0003639,S003140,Qatar Airways,Privilege Club,Economy,57474,16966,181946,Available
R0003640,S003140,Etihad Airways,Etihad Guest,Economy,54447,13784,155882,Available
R0003641,S003142,Singapore Airlines,KrisFlyer,Business,83267,4694,156282,Available
R0003642,S003143,Etihad Airways,Etihad Guest,Business,135118,10617,265840,Available
R0003643,S003143,Emirates,Skywards,Business,71095,7317,205603,Available
R0003644,S003144,Air Canada,Aeroplan,Economy,60682,8404,111194,Available
R0003645,S003144,United Airlines,MileagePlus,Economy,63453,16459,145421,Available
R0003646,S003145,Emirates,Skywards,Economy,28862,3588,84087,Available
R0003647,S003147,Lufthansa,Miles & More,Business,111399,15222,267098,Available
R0003648,S003148,Lufthansa,Miles & More,Economy,25889,10830,85081,Available
R0003649,S003148,Qatar Airways,Privilege Club,Economy,48225,13745,146003,Available
R0003650,S003148,Emirates,Skywards,Economy,55765,11908,123286,Available
R0003651,S003149,Qatar Airways,Privilege Club,Economy,56183,8862,176120,Available
R0003652,S003149,United Airlines,MileagePlus,Economy,62982,5525,159156,Available
R0003653,S003149,Emirates,Skywards,Economy,41480,6352,114500,Available
R0003654,S003152,Lufthansa,Miles & More,Economy,31353,16528,96343,Available
R0003655,S003153,Lufthansa,Miles & More,Economy,57380,17616,120581,Available
R0003656,S003153,Air India,Flying Returns,Economy,49100,6549,107864,Available
R0003657,S003155,Lufthansa,Miles & More,Economy,62106,5259,126758,Available
R0003658,S003156,Singapore Airlines,KrisFlyer,Economy,44946,4573,82184,Available
R0003659,S003158,Air India,Flying Returns,Economy,61042,3597,117835,Available
R0003660,S003158,Etihad Airways,Etihad Guest,Economy,41084,17807,89984,Available
R0003661,S003159,Air Canada,Aeroplan,Business,125383,7483,218214,Available
R0003662,S003159,Air India,Flying Returns,Business,81328,5957,255398,Available
R0003663,S003160,Air India,Flying Returns,Economy,56545,12375,179262,Available
R0003664,S003162,United Airlines,MileagePlus,Economy,34739,15256,121623,Available
R0003665,S003162,Air Canada,Aeroplan,Economy,31615,6836,77458,Available
R0003666,S003162,Qatar Airways,Privilege Club,Economy,62976,8986,148644,Available
R0003667,S003164,Emirates,Skywards,Business,131743,4269,266087,Available
R0003668,S003165,Air India,Flying Returns,Economy,34675,3869,102919,Available
R0003669,S003167,Air India,Flying Returns,Business,60643,7779,175443,Available
R0003670,S003167,Air Canada,Aeroplan,Business,107281,11368,277755,Available
R0003671,S003169,Air Canada,Aeroplan,Economy,63794,13300,123583,Available
R0003672,S003170,Air India,Flying Returns,Business,99923,4804,186612,Available
R0003673,S003171,Emirates,Skywards,Economy,31454,7475,86115,Available
R0003674,S003174,United Airlines,MileagePlus,Economy,41351,10120,120386,Available
R0003675,S003174,Etihad Airways,Etihad Guest,Economy,30877,5421,61259,Available
R0003676,S003176,Air Canada,Aeroplan,Economy,38504,7819,79789,Available
R0003677,S003176,Singapore Airlines,KrisFlyer,Economy,58587,16794,182228,Available
R0003678,S003177,Air India,Flying Returns,Business,131356,8616,373004,Available
R0003679,S003178,Lufthansa,Miles & More,Business,121097,9189,386978,Available
R0003680,S003178,Etihad Airways,Etihad Guest,Business,91194,5374,251440,Available
R0003681,S003180,Singapore Airlines,KrisFlyer,Economy,35982,12651,106896,Available
R0003682,S003180,Air Canada,Aeroplan,Economy,25477,12047,86298,Available
R0003683,S003181,Air Canada,Aeroplan,Business,74139,7414,172253,Available
R0003684,S003182,Air Canada,Aeroplan,Economy,63300,15421,119956,Available
R0003685,S003182,Etihad Airways,Etihad Guest,Economy,48828,14334,169385,Available
R0003686,S003183,United Airlines,MileagePlus,Economy,47407,12710,148449,Available
R0003687,S003183,Emirates,Skywards,Economy,36896,4307,87855,Available
R0003688,S003185,Lufthansa,Miles & More,Economy,47865,17466,95396,Available
R0003689,S003185,Etihad Airways,Etihad Guest,Economy,61585,3913,151806,Available
R0003690,S003186,Singapore Airlines,KrisFlyer,Business,89000,6124,204043,Available
R0003691,S003186,Air Canada,Aeroplan,Business,84270,8707,248953,Available
R0003692,S003188,Qatar Airways,Privilege Club,Economy,41469,7187,123043,Available
R0003693,S003189,Etihad Airways,Etihad Guest,Business,143662,4234,337819,Available
R0003694,S003189,Qatar Airways,Privilege Club,Business,125588,5237,307178,Available
R0003695,S003190,Qatar Airways,Privilege Club,First,205474,9627,602891,Available
R0003696,S003190,Air Canada,Aeroplan,First,207936,15319,589495,Available
R0003697,S003191,Emirates,Skywards,Economy,29491,14052,89509,Available
R0003698,S003191,Air India,Flying Returns,Economy,33100,8305,96433,Available
R0003699,S003191,United Airlines,MileagePlus,Economy,53173,17309,127642,Available
R0003700,S003192,United Airlines,MileagePlus,Economy,63327,14418,130216,Available
R0003701,S003192,Lufthansa,Miles & More,Economy,60247,9287,177822,Available
R0003702,S003193,Lufthansa,Miles & More,First,202930,13723,389016,Available
R0003703,S003194,Etihad Airways,Etihad Guest,First,134039,10291,249372,Available
R0003704,S003196,Air Canada,Aeroplan,Economy,44440,17854,129950,Available
R0003705,S003197,United Airlines,MileagePlus,Economy,58814,5479,106633,Available
R0003706,S003198,Qatar Airways,Privilege Club,Economy,59169,17179,143102,Available
R0003707,S003198,United Airlines,MileagePlus,Economy,50732,11292,150984,Available
R0003708,S003199,United Airlines,MileagePlus,Business,89312,12199,174603,Available
R0003709,S003201,United Airlines,MileagePlus,Economy,62334,11041,209143,Available
R0003710,S003204,Lufthansa,Miles & More,Economy,44303,3657,134658,Available
R0003711,S003204,Etihad Airways,Etihad Guest,Economy,55056,6937,142121,Available
R0003712,S003207,United Airlines,MileagePlus,Business,91518,3845,162981,Available
R0003713,S003207,Air Canada,Aeroplan,Business,132849,5005,269778,Available
R0003714,S003208,Air India,Flying Returns,Economy,44593,4193,79226,Available
R0003715,S003208,United Airlines,MileagePlus,Economy,46694,8266,144711,Available
R0003716,S003208,Qatar Airways,Privilege Club,Economy,25177,17174,69492,Available
R0003717,S003209,Qatar Airways,Privilege Club,Economy,51575,9550,159648,Available
R0003718,S003209,Air Canada,Aeroplan,Economy,25734,8968,90696,Available
R0003719,S003210,Etihad Airways,Etihad Guest,Economy,25720,7844,82750,Available
R0003720,S003211,Air Canada,Aeroplan,Economy,54565,7698,117099,Available
R0003721,S003211,United Airlines,MileagePlus,Economy,45849,10475,156272,Available
R0003722,S003212,Emirates,Skywards,Economy,55632,16981,165410,Available
R0003723,S003212,Etihad Airways,Etihad Guest,Economy,56614,8278,152499,Available
R0003724,S003213,United Airlines,MileagePlus,Economy,58816,12097,190098,Available
R0003725,S003213,Air India,Flying Returns,Economy,32049,5116,101560,Available
R0003726,S003213,Emirates,Skywards,Economy,41863,16071,137073,Available
R0003727,S003214,Air Canada,Aeroplan,Economy,26369,14125,82623,Available
R0003728,S003216,Air Canada,Aeroplan,Economy,37491,13428,106839,Available
R0003729,S003216,Air India,Flying Returns,Economy,59560,15412,151591,Available
R0003730,S003217,Etihad Airways,Etihad Guest,Economy,50350,10593,142280,Available
R0003731,S003217,Qatar Airways,Privilege Club,Economy,26055,14057,87621,Available
R0003732,S003218,Air India,Flying Returns,Economy,39032,12929,107498,Available
R0003733,S003218,Qatar Airways,Privilege Club,Economy,26600,17239,77512,Available
R0003734,S003218,Singapore Airlines,KrisFlyer,Economy,33223,9441,66693,Available
R0003735,S003219,Etihad Airways,Etihad Guest,First,211648,14359,496082,Available
R0003736,S003221,Air India,Flying Returns,Economy,39060,15327,90132,Available
R0003737,S003222,United Airlines,MileagePlus,Business,115072,4708,207639,Available
R0003738,S003222,Qatar Airways,Privilege Club,Business,121018,4900,360957,Available
R0003739,S003224,Emirates,Skywards,Business,148347,16563,418484,Available
R0003740,S003224,Etihad Airways,Etihad Guest,Business,61180,4379,183453,Available
R0003741,S003224,Air Canada,Aeroplan,Business,122990,6352,329403,Available
R0003742,S003227,Etihad Airways,Etihad Guest,Business,91703,6646,162803,Available
R0003743,S003227,Singapore Airlines,KrisFlyer,Business,79144,15992,143495,Available
R0003744,S003227,Air Canada,Aeroplan,Business,85401,17093,185690,Available
R0003745,S003228,Air India,Flying Returns,Economy,52773,15753,112721,Available
R0003746,S003230,Qatar Airways,Privilege Club,Economy,27543,6652,65765,Available
R0003747,S003232,Qatar Airways,Privilege Club,First,133647,12644,391218,Available
R0003748,S003232,Emirates,Skywards,First,144952,6928,413313,Available
R0003749,S003233,Air Canada,Aeroplan,Economy,52049,4320,110476,Available
R0003750,S003234,Etihad Airways,Etihad Guest,First,144262,12865,379712,Available
R0003751,S003234,Lufthansa,Miles & More,First,135926,4418,353202,Available
R0003752,S003236,Emirates,Skywards,Economy,48624,14041,128313,Available
R0003753,S003237,Air Canada,Aeroplan,Economy,48060,14299,138347,Available
R0003754,S003237,Qatar Airways,Privilege Club,Economy,30572,16304,96987,Available
R0003755,S003238,Etihad Airways,Etihad Guest,Business,99526,8242,238366,Available
R0003756,S003239,United Airlines,MileagePlus,Economy,39083,3691,106501,Available
R0003757,S003240,Emirates,Skywards,Economy,64926,5509,129290,Available
R0003758,S003240,United Airlines,MileagePlus,Economy,44106,8623,134244,Available
R0003759,S003242,Emirates,Skywards,Business,142131,9447,310925,Available
R0003760,S003243,Emirates,Skywards,Economy,50937,7827,167068,Available
R0003761,S003243,Air India,Flying Returns,Economy,31206,9913,61424,Available
R0003762,S003243,Etihad Airways,Etihad Guest,Economy,32766,11980,98216,Available
R0003763,S003244,Singapore Airlines,KrisFlyer,Business,117918,8723,370188,Available
R0003764,S003244,Lufthansa,Miles & More,Business,99639,8744,194106,Available
R0003765,S003244,Qatar Airways,Privilege Club,Business,109393,8573,296273,Available
R0003766,S003245,United Airlines,MileagePlus,Economy,41195,8695,75600,Available
R0003767,S003245,Lufthansa,Miles & More,Economy,45301,7262,145493,Available
R0003768,S003245,Air Canada,Aeroplan,Economy,51071,3869,120868,Available
R0003769,S003248,Air India,Flying Returns,First,172560,7467,444476,Available
R0003770,S003250,Qatar Airways,Privilege Club,Economy,57598,16947,154551,Available
R0003771,S003250,Air India,Flying Returns,Economy,39798,12713,108394,Available
R0003772,S003250,Air Canada,Aeroplan,Economy,42483,7453,135286,Available
R0003773,S003252,Qatar Airways,Privilege Club,Economy,38802,3546,105085,Available
R0003774,S003252,Lufthansa,Miles & More,Economy,44925,13141,98499,Available
R0003775,S003253,United Airlines,MileagePlus,Business,130875,5908,245336,Available
R0003776,S003254,Qatar Airways,Privilege Club,Economy,36611,11817,89440,Available
R0003777,S003254,Lufthansa,Miles & More,Economy,30933,10914,63699,Available
R0003778,S003254,Emirates,Skywards,Economy,58290,13115,108783,Available
R0003779,S003257,Singapore Airlines,KrisFlyer,Economy,64353,5038,140293,Available
R0003780,S003257,Etihad Airways,Etihad Guest,Economy,31542,8295,88164,Available
R0003781,S003258,Singapore Airlines,KrisFlyer,Business,102659,17403,279562,Available
R0003782,S003258,Qatar Airways,Privilege Club,Business,89874,16857,208955,Available
R0003783,S003261,Singapore Airlines,KrisFlyer,First,162946,9576,497113,Available
R0003784,S003262,Singapore Airlines,KrisFlyer,Economy,26719,15651,66999,Available
R0003785,S003266,Lufthansa,Miles & More,Economy,29220,4616,91242,Available
R0003786,S003267,Singapore Airlines,KrisFlyer,Business,76269,6313,198197,Available
R0003787,S003267,Air India,Flying Returns,Business,135558,5451,420971,Available
R0003788,S003267,Lufthansa,Miles & More,Business,100656,5953,327768,Available
R0003789,S003270,United Airlines,MileagePlus,Business,60341,15709,184897,Available
R0003790,S003271,Air Canada,Aeroplan,Business,68902,14752,212723,Available
R0003791,S003271,Air India,Flying Returns,Business,147262,16623,390559,Available
R0003792,S003271,Etihad Airways,Etihad Guest,Business,106929,17266,268317,Available
R0003793,S003272,United Airlines,MileagePlus,Economy,31858,10056,111506,Available
R0003794,S003275,Etihad Airways,Etihad Guest,Economy,32216,5540,107593,Available
R0003795,S003275,Lufthansa,Miles & More,Economy,25069,8300,71316,Available
R0003796,S003276,Qatar Airways,Privilege Club,Economy,62584,10297,158691,Available
R0003797,S003276,Etihad Airways,Etihad Guest,Economy,34116,8091,100019,Available
R0003798,S003276,Lufthansa,Miles & More,Economy,41158,6669,76031,Available
R0003799,S003277,Emirates,Skywards,First,146912,6793,431314,Available
R0003800,S003277,Air Canada,Aeroplan,First,147368,17867,412167,Available
R0003801,S003277,Air India,Flying Returns,First,208983,9680,613267,Available
R0003802,S003278,Singapore Airlines,KrisFlyer,Economy,27610,14489,96338,Available
R0003803,S003278,Air India,Flying Returns,Economy,27001,4804,90781,Available
R0003804,S003279,Qatar Airways,Privilege Club,Economy,62737,12445,131862,Available
R0003805,S003281,United Airlines,MileagePlus,Business,137117,4568,387734,Available
R0003806,S003284,Air India,Flying Returns,Economy,32017,5372,99539,Available
R0003807,S003285,Air Canada,Aeroplan,Business,145134,15298,280616,Available
R0003808,S003285,United Airlines,MileagePlus,Business,98059,13177,185420,Available
