search_id,user_id,origin,destination,search_date,travel_date,cabin,device
S002605,U0031,Delhi,Dubai,2026-07-20,2026-10-12,Business,Mobile
S002606,U0162,Delhi,Dubai,2026-05-30,2026-08-01,First,Mobile
S002607,U0306,Bengaluru,London,2026-07-11,2026-09-26,Business,Desktop
S002608,U0193,Mumbai,Dubai,2026-06-21,2026-09-23,Business,Desktop
S002609,U0210,Mumbai,Dubai,2026-02-09,2026-06-08,Business,Mobile
S002610,U0378,Hyderabad,Dubai,2026-08-25,2026-12-09,Economy,Desktop
S002611,U0446,Delhi,Dubai,2026-02-06,2026-08-01,Economy,Tablet
S002612,U0232,Delhi,Dubai,2026-03-19,2026-09-11,Business,Mobile
S002613,U0427,Delhi,London,2026-01-16,2026-03-10,Economy,Mobile
S002614,U0184,Delhi,New York,2026-02-12,2026-06-14,Economy,Mobile
S002615,U0015,Mumbai,New York,2026-07-31,2027-01-25,First,Desktop
S002616,U0432,Mumbai,London,2026-03-04,2026-08-26,Economy,Mobile
S002617,U0305,Mumbai,Singapore,2026-08-24,2027-01-08,First,Mobile
S002618,U0209,Mumbai,Paris,2026-01-15,2026-04-21,Business,Desktop
S002619,U0172,Mumbai,Paris,2026-06-21,2026-10-16,Economy,Desktop
S002620,U0266,Bengaluru,Dubai,2026-08-06,2026-11-10,Business,Mobile
S002621,U0020,Delhi,Bangkok,2026-05-17,2026-09-29,Business,Desktop
S002622,U0070,Delhi,New York,2026-03-06,2026-07-29,Economy,Desktop
S002623,U0008,Delhi,Dubai,2026-08-15,2027-01-03,Business,Mobile
S002624,U0429,Delhi,London,2026-02-13,2026-03-03,Business,Desktop
S002625,U0034,Delhi,London,2026-01-20,2026-07-11,Economy,Mobile
S002626,U0224,Bengaluru,London,2026-08-25,2026-12-15,Economy,Mobile
S002627,U0179,Mumbai,Paris,2026-04-29,2026-09-04,Economy,Mobile
S002628,U0246,Mumbai,Singapore,2026-07-17,2026-09-14,Economy,Mobile
S002629,U0490,Delhi,London,2026-08-22,2027-02-04,Economy,Mobile
S002630,U0260,Mumbai,Singapore,2026-07-21,2026-11-04,Business,Mobile
S002631,U0108,Bengaluru,Dubai,2026-04-22,2026-10-18,Economy,Desktop
S002632,U0242,Delhi,New York,2026-05-03,2026-06-15,Business,Desktop
S002633,U0423,Mumbai,Paris,2026-06-10,2026-10-13,Economy,Mobile
S002634,U0468,Mumbai,Paris,2026-03-21,2026-05-25,Economy,Mobile
S002635,U0024,Bengaluru,Dubai,2026-04-10,2026-06-09,Business,Desktop
S002636,U0216,Mumbai,Paris,2026-01-06,2026-06-07,Business,Mobile
S002637,U0055,Delhi,Paris,2026-03-24,2026-03-31,Business,Mobile
S002638,U0026,Mumbai,Dubai,2026-01-31,2026-07-05,Economy,Mobile
S002639,U0281,Delhi,London,2026-03-07,2026-04-10,Business,Desktop
S002640,U0292,Mumbai,Singapore,2026-01-18,2026-05-16,Economy,Desktop
S002641,U0327,Delhi,Dubai,2026-08-22,2026-09-13,Economy,Desktop
S002642,U0458,Hyderabad,Dubai,2026-01-28,2026-03-03,Economy,Mobile
S002643,U0186,Mumbai,Dubai,2026-03-09,2026-08-12,Business,Desktop
S002644,U0495,Delhi,Bangkok,2026-07-12,2026-11-07,Economy,Mobile
S002645,U0012,Mumbai,London,2026-08-27,2027-01-09,Business,Mobile
S002646,U0129,Mumbai,London,2026-08-22,2026-12-22,Business,Mobile
S002647,U0372,Bengaluru,Dubai,2026-04-24,2026-10-17,First,Desktop
S002648,U0434,Mumbai,London,2026-07-27,2026-11-08,Economy,Mobile
S002649,U0409,Delhi,Singapore,2026-06-22,2026-09-06,Economy,Mobile
S002650,U0208,Delhi,Dubai,2026-02-27,2026-06-05,Economy,Desktop
S002651,U0133,Bengaluru,London,2026-06-24,2026-07-03,Economy,Desktop
S002652,U0339,Mumbai,Dubai,2026-07-13,2026-10-08,Business,Desktop
S002653,U0196,Delhi,New York,2026-06-29,2026-08-18,Business,Mobile
S002654,U0262,Delhi,New York,2026-06-13,2026-11-21,Business,Desktop
S002655,U0282,Delhi,Paris,2026-05-09,2026-06-08,Business,Desktop
S002656,U0369,Delhi,Paris,2026-02-08,2026-07-12,First,Desktop
S002657,U0103,Mumbai,Singapore,2026-08-03,2027-01-16,Economy,Mobile
S002658,U0120,Mumbai,London,2026-08-06,2026-11-19,First,Mobile
S002659,U0183,Delhi,Bangkok,2026-07-22,2026-12-16,Economy,Mobile
S002660,U0423,Mumbai,Dubai,2026-04-16,2026-08-12,Business,Mobile
S002661,U0009,Mumbai,Singapore,2026-01-01,2026-06-27,Business,Mobile
S002662,U0045,Delhi,Singapore,2026-03-16,2026-08-17,Business,Mobile
S002663,U0244,Delhi,Bangkok,2026-03-29,2026-08-05,Economy,Mobile
S002664,U0270,Delhi,Singapore,2026-07-21,2026-11-16,Business,Desktop
S002665,U0112,Mumbai,London,2026-05-22,2026-10-05,First,Mobile
S002666,U0055,Bengaluru,London,2026-07-25,2026-10-07,Business,Mobile
S002667,U0393,Mumbai,New York,2026-07-18,2026-10-23,Business,Desktop
S002668,U0015,Delhi,Dubai,2026-05-31,2026-08-05,Economy,Mobile
S002669,U0037,Mumbai,Singapore,2026-06-20,2026-11-05,Economy,Mobile
S002670,U0178,Delhi,Paris,2026-05-30,2026-10-07,First,Mobile
S002671,U0127,Hyderabad,Dubai,2026-03-01,2026-06-11,Business,Desktop
S002672,U0117,Mumbai,New York,2026-08-16,2027-01-14,Business,Tablet
S002673,U0340,Mumbai,London,2026-06-04,2026-10-17,Economy,Desktop
S002674,U0072,Mumbai,Dubai,2026-07-03,2026-08-11,Economy,Desktop
S002675,U0352,Delhi,Tokyo,2026-05-10,2026-06-15,Economy,Mobile
S002676,U0111,Mumbai,Paris,2026-06-16,2026-06-27,Economy,Desktop
S002677,U0149,Mumbai,Dubai,2026-06-28,2026-10-30,Economy,Tablet
S002678,U0185,Delhi,Dubai,2026-04-20,2026-09-13,Economy,Desktop
S002679,U0105,Delhi,Paris,2026-01-19,2026-07-04,Economy,Desktop
S002680,U0147,Mumbai,London,2026-03-03,2026-04-16,Business,Mobile
S002681,U0221,Mumbai,Dubai,2026-03-12,2026-04-04,Economy,Mobile
S002682,U0314,Delhi,Dubai,2026-07-23,2026-11-15,Business,Desktop
S002683,U0351,Mumbai,Dubai,2026-07-14,2026-08-29,Business,Desktop
S002684,U0374,Delhi,Singapore,2026-07-10,2026-12-15,Economy,Desktop
S002685,U0006,Delhi,Paris,2026-04-21,2026-09-14,Business,Desktop
S002686,U0260,Mumbai,London,2026-05-13,2026-09-07,First,Desktop
S002687,U0299,Mumbai,London,2026-03-13,2026-07-25,Economy,Desktop
S002688,U0349,Mumbai,Dubai,2026-03-19,2026-06-28,Economy,Mobile
S002689,U0042,Mumbai,Singapore,2026-07-08,2026-12-08,Economy,Mobile
S002690,U0259,Delhi,Dubai,2026-04-10,2026-05-15,Business,Tablet
S002691,U0385,Mumbai,Singapore,2026-03-12,2026-08-10,Economy,Desktop
S002692,U0492,Bengaluru,London,2026-01-07,2026-03-27,Economy,Tablet
S002693,U0439,Delhi,London,2026-02-19,2026-03-18,Business,Desktop
S002694,U0271,Delhi,London,2026-02-15,2026-04-22,Economy,Desktop
S002695,U0047,Delhi,London,2026-08-12,2026-11-24,First,Mobile
S002696,U0085,Mumbai,Singapore,2026-03-13,2026-06-02,Economy,Mobile
S002697,U0174,Delhi,Bangkok,2026-03-17,2026-07-20,Business,Desktop
S002698,U0058,Delhi,London,2026-03-15,2026-08-16,Economy,Mobile
S002699,U0479,Bengaluru,Dubai,2026-05-22,2026-09-18,Economy,Desktop
S002700,U0199,Delhi,Dubai,2026-03-14,2026-07-12,Economy,Desktop
S002701,U0209,Delhi,Bangkok,2026-04-12,2026-07-30,First,Mobile
S002702,U0248,Mumbai,Singapore,2026-04-04,2026-06-29,Economy,Desktop
S002703,U0211,Bengaluru,London,2026-03-10,2026-05-18,Business,Mobile
S002704,U0039,Mumbai,Singapore,2026-03-06,2026-05-08,Business,Mobile
S002705,U0252,Mumbai,Singapore,2026-07-12,2026-08-16,Business,Mobile
S002706,U0131,Delhi,Bangkok,2026-07-04,2026-11-16,Economy,Desktop
S002707,U0414,Delhi,Paris,2026-03-03,2026-07-11,First,Mobile
S002708,U0291,Mumbai,Singapore,2026-01-20,2026-03-26,Business,Mobile
S002709,U0250,Delhi,Dubai,2026-07-22,2026-10-22,Economy,Mobile
S002710,U0441,Delhi,Dubai,2026-06-03,2026-08-19,Business,Mobile
S002711,U0413,Mumbai,Paris,2026-02-13,2026-05-19,First,Mobile
S002712,U0434,Mumbai,Singapore,2026-07-14,2026-10-26,First,Mobile
S002713,U0446,Mumbai,Singapore,2026-07-17,2026-09-05,Economy,Desktop
S002714,U0052,Bengaluru,London,2026-03-03,2026-07-03,Business,Mobile
S002715,U0374,Delhi,Bangkok,2026-04-17,2026-07-07,Economy,Desktop
S002716,U0014,Mumbai,New York,2026-05-05,2026-10-01,Economy,Mobile
S002717,U0419,Delhi,Paris,2026-02-14,2026-08-02,Economy,Tablet
S002718,U0156,Delhi,Paris,2026-01-11,2026-02-09,Economy,Mobile
S002719,U0442,Mumbai,London,2026-07-19,2026-09-08,Business,Desktop
S002720,U0030,Mumbai,Dubai,2026-08-09,2026-11-15,Economy,Desktop
S002721,U0090,Mumbai,Paris,2026-07-21,2026-08-09,Economy,Desktop
S002722,U0391,Mumbai,London,2026-06-11,2026-07-21,Economy,Desktop
S002723,U0167,Delhi,Tokyo,2026-03-29,2026-09-17,Economy,Mobile
S002724,U0351,Delhi,London,2026-02-15,2026-05-02,First,Desktop
S002725,U0069,Delhi,London,2026-04-22,2026-08-14,Business,Mobile
S002726,U0163,Bengaluru,Dubai,2026-03-22,2026-08-08,Economy,Desktop
S002727,U0242,Mumbai,New York,2026-02-01,2026-06-13,Business,Tablet
S002728,U0495,Mumbai,London,2026-07-22,2027-01-12,Economy,Desktop
S002729,U0383,Delhi,Paris,2026-04-08,2026-05-05,Business,Mobile
S002730,U0052,Bengaluru,London,2026-08-04,2027-01-13,First,Mobile
S002731,U0142,Mumbai,Singapore,2026-01-05,2026-05-22,Economy,Mobile
S002732,U0063,Delhi,London,2026-07-10,2026-08-08,Business,Mobile
S002733,U0292,Mumbai,Paris,2026-01-29,2026-02-23,Economy,Mobile
S002734,U0091,Delhi,Bangkok,2026-02-17,2026-04-14,Economy,Mobile
S002735,U0152,Delhi,Dubai,2026-08-28,2026-09-23,Business,Tablet
S002736,U0424,Delhi,Bangkok,2026-08-14,2026-12-14,First,Desktop
S002737,U0157,Delhi,Tokyo,2026-01-16,2026-04-24,Economy,Desktop
S002738,U0309,Delhi,New York,2026-06-02,2026-09-09,First,Mobile
S002739,U0365,Bengaluru,London,2026-08-17,2026-11-14,Business,Desktop
S002740,U0150,Mumbai,London,2026-03-13,2026-05-11,Economy,Tablet
S002741,U0328,Mumbai,Dubai,2026-01-29,2026-06-07,Economy,Desktop
S002742,U0271,Delhi,Paris,2026-06-29,2026-09-28,Business,Mobile
S002743,U0369,Delhi,Bangkok,2026-02-15,2026-05-14,Economy,Mobile
S002744,U0069,Bengaluru,London,2026-06-02,2026-06-17,Economy,Tablet
S002745,U0116,Mumbai,Singapore,2026-08-22,2026-09-01,First,Mobile
S002746,U0192,Delhi,Dubai,2026-01-23,2026-07-17,Business,Desktop
S002747,U0004,Delhi,London,2026-06-11,2026-07-12,Economy,Mobile
S002748,U0075,Delhi,Singapore,2026-07-14,2026-08-23,Business,Mobile
S002749,U0402,Delhi,London,2026-04-04,2026-06-22,Economy,Desktop
S002750,U0298,Delhi,New York,2026-04-24,2026-09-14,Economy,Mobile
S002751,U0241,Mumbai,London,2026-02-03,2026-05-02,First,Mobile
S002752,U0030,Delhi,Paris,2026-06-09,2026-11-03,Business,Mobile
S002753,U0143,Mumbai,Dubai,2026-04-27,2026-09-17,Economy,Tablet
S002754,U0326,Delhi,New York,2026-01-29,2026-02-08,Business,Mobile
S002755,U0183,Mumbai,Singapore,2026-01-09,2026-06-26,Business,Desktop
S002756,U0437,Delhi,London,2026-07-13,2026-07-26,Economy,Mobile
S002757,U0016,Delhi,London,2026-07-04,2026-07-25,Economy,Desktop
S002758,U0111,Mumbai,Dubai,2026-02-08,2026-03-24,Economy,Tablet
S002759,U0360,Delhi,Tokyo,2026-05-15,2026-08-20,Business,Mobile
S002760,U0201,Delhi,Dubai,2026-04-20,2026-06-17,Economy,Mobile
S002761,U0107,Delhi,Paris,2026-03-10,2026-06-05,Economy,Mobile
S002762,U0379,Hyderabad,Dubai,2026-05-16,2026-08-30,Economy,Desktop
S002763,U0162,Mumbai,Paris,2026-04-06,2026-04-19,Economy,Mobile
S002764,U0283,Mumbai,Dubai,2026-04-29,2026-08-20,Business,Mobile
S002765,U0269,Delhi,Tokyo,2026-04-28,2026-06-18,Economy,Mobile
S002766,U0484,Delhi,London,2026-01-18,2026-03-24,Economy,Mobile
S002767,U0155,Delhi,Singapore,2026-04-12,2026-08-18,Business,Mobile
S002768,U0073,Delhi,Tokyo,2026-04-20,2026-05-17,Economy,Desktop
S002769,U0197,Mumbai,New York,2026-03-23,2026-09-01,Economy,Desktop
S002770,U0243,Delhi,Singapore,2026-06-26,2026-07-05,First,Mobile
S002771,U0086,Mumbai,Dubai,2026-04-15,2026-09-10,Business,Desktop
S002772,U0287,Mumbai,London,2026-08-25,2026-09-02,Business,Desktop
S002773,U0259,Mumbai,Singapore,2026-01-16,2026-02-20,Economy,Desktop
S002774,U0286,Mumbai,London,2026-01-21,2026-06-22,Economy,Mobile
S002775,U0149,Hyderabad,Dubai,2026-05-18,2026-06-30,Business,Mobile
S002776,U0355,Bengaluru,Dubai,2026-04-16,2026-10-12,Business,Desktop
S002777,U0390,Delhi,Tokyo,2026-05-12,2026-07-02,Economy,Desktop
S002778,U0476,Delhi,Singapore,2026-02-13,2026-07-21,Economy,Mobile
S002779,U0416,Bengaluru,London,2026-05-03,2026-09-06,Business,Mobile
S002780,U0426,Delhi,Tokyo,2026-05-16,2026-07-07,Economy,Mobile
S002781,U0485,Delhi,Bangkok,2026-04-21,2026-09-14,Economy,Mobile
S002782,U0190,Delhi,Singapore,2026-04-27,2026-06-25,Economy,Mobile
S002783,U0217,Delhi,Dubai,2026-05-06,2026-06-26,Business,Mobile
S002784,U0416,Delhi,London,2026-07-02,2026-08-09,Business,Mobile
S002785,U0355,Delhi,New York,2026-01-19,2026-02-12,Business,Desktop
S002786,U0086,Mumbai,New York,2026-08-27,2026-09-15,Economy,Mobile
S002787,U0216,Delhi,Bangkok,2026-03-05,2026-07-21,Economy,Desktop
S002788,U0423,Mumbai,Dubai,2026-02-09,2026-03-10,Economy,Desktop
S002789,U0320,Delhi,Dubai,2026-08-20,2026-10-27,Business,Mobile
S002790,U0118,Mumbai,London,2026-02-20,2026-04-21,Business,Mobile
S002791,U0414,Mumbai,London,2026-05-17,2026-07-31,First,Desktop
S002792,U0447,Delhi,Dubai,2026-06-07,2026-11-28,Economy,Mobile
S002793,U0370,Bengaluru,London,2026-02-25,2026-03-17,Business,Desktop
S002794,U0480,Mumbai,Singapore,2026-03-22,2026-07-04,Business,Desktop
S002795,U0415,Delhi,Paris,2026-08-20,2026-09-23,Economy,Desktop
S002796,U0087,Mumbai,London,2026-06-21,2026-09-30,Economy,Desktop
S002797,U0040,Mumbai,London,2026-07-06,2026-09-21,Business,Desktop
S002798,U0161,Mumbai,Singapore,2026-05-23,2026-08-04,First,Mobile
S002799,U0191,Delhi,Tokyo,2026-07-15,2026-12-25,Economy,Tablet
S002800,U0025,Delhi,London,2026-03-11,2026-06-25,First,Mobile
S002801,U0420,Mumbai,Paris,2026-05-08,2026-07-14,Business,Mobile
S002802,U0152,Mumbai,London,2026-05-06,2026-08-23,Economy,Mobile
S002803,U0095,Delhi,Bangkok,2026-03-02,2026-07-23,Economy,Desktop
S002804,U0442,Mumbai,Paris,2026-03-21,2026-07-24,Economy,Mobile
S002805,U0423,Mumbai,London,2026-08-06,2026-08-29,Economy,Desktop
S002806,U0046,Bengaluru,London,2026-05-01,2026-06-25,Economy,Mobile
S002807,U0461,Delhi,Dubai,2026-04-11,2026-07-04,Economy,Desktop
S002808,U0138,Delhi,Tokyo,2026-05-31,2026-07-22,First,Mobile
S002809,U0471,Delhi,Singapore,2026-03-18,2026-06-25,Business,Mobile
S002810,U0466,Delhi,Singapore,2026-06-24,2026-10-29,Business,Mobile
S002811,U0288,Bengaluru,London,2026-05-25,2026-06-13,Economy,Mobile
S002812,U0353,Delhi,Bangkok,2026-07-04,2026-08-24,Economy,Mobile
S002813,U0164,Mumbai,Dubai,2026-05-06,2026-05-29,Economy,Tablet
S002814,U0412,Bengaluru,London,2026-07-01,2026-08-23,Business,Mobile
S002815,U0400,Delhi,Singapore,2026-08-07,2026-10-14,Economy,Desktop
S002816,U0016,Mumbai,London,2026-06-29,2026-08-17,Economy,Mobile
S002817,U0018,Bengaluru,London,2026-01-22,2026-04-06,Business,Mobile
S002818,U0136,Mumbai,London,2026-08-17,2026-12-25,Economy,Mobile
S002819,U0490,Mumbai,London,2026-03-24,2026-07-17,Business,Mobile
S002820,U0464,Delhi,Bangkok,2026-06-16,2026-07-20,Economy,Desktop
S002821,U0247,Delhi,Dubai,2026-08-15,2027-02-10,Economy,Desktop
S002822,U0248,Bengaluru,London,2026-05-21,2026-11-12,Business,Mobile
S002823,U0331,Mumbai,Dubai,2026-03-19,2026-06-27,Business,Desktop
S002824,U0198,Delhi,London,2026-08-28,2026-12-30,Economy,Mobile
S002825,U0001,Delhi,Dubai,2026-04-05,2026-09-22,Economy,Desktop
S002826,U0190,Mumbai,New York,2026-04-19,2026-07-25,Business,Desktop
S002827,U0381,Bengaluru,London,2026-07-13,2026-10-11,First,Desktop
S002828,U0460,Delhi,London,2026-04-20,2026-05-29,Business,Mobile
S002829,U0294,Delhi,London,2026-02-21,2026-03-24,Business,Mobile
S002830,U0476,Delhi,Tokyo,2026-04-13,2026-05-08,Economy,Mobile
S002831,U0045,Delhi,London,2026-04-11,2026-08-01,Economy,Tablet
S002832,U0442,Delhi,Tokyo,2026-05-22,2026-06-30,Economy,Desktop
S002833,U0337,Mumbai,Dubai,2026-07-20,2026-10-01,Business,Mobile
S002834,U0385,Delhi,Paris,2026-07-21,2026-12-16,Economy,Desktop
S002835,U0032,Mumbai,Dubai,2026-03-04,2026-08-18,Business,Desktop
S002836,U0392,Delhi,Bangkok,2026-07-18,2026-09-04,Business,Mobile
S002837,U0118,Bengaluru,London,2026-01-28,2026-05-09,First,Desktop
S002838,U0296,Delhi,Singapore,2026-08-26,2026-10-18,Economy,Mobile
S002839,U0184,Delhi,London,2026-08-05,2026-09-15,Economy,Mobile
S002840,U0191,Delhi,Paris,2026-02-15,2026-06-18,Economy,Mobile
S002841,U0235,Mumbai,New York,2026-01-28,2026-07-13,Economy,Mobile
S002842,U0238,Delhi,London,2026-01-02,2026-03-25,Business,Desktop
S002843,U0216,Delhi,London,2026-05-07,2026-10-02,Economy,Mobile
S002844,U0074,Mumbai,Paris,2026-01-17,2026-06-18,First,Mobile
S002845,U0111,Mumbai,Dubai,2026-02-28,2026-07-12,First,Mobile
S002846,U0103,Mumbai,New York,2026-06-29,2026-08-29,Business,Desktop
S002847,U0359,Delhi,Singapore,2026-05-12,2026-08-24,Economy,Desktop
S002848,U0074,Delhi,Bangkok,2026-03-18,2026-07-10,Economy,Desktop
S002849,U0420,Bengaluru,Dubai,2026-07-29,2026-09-22,Economy,Mobile
S002850,U0473,Hyderabad,Dubai,2026-05-11,2026-09-07,Economy,Desktop
S002851,U0252,Delhi,Dubai,2026-04-25,2026-09-12,Economy,Desktop
S002852,U0114,Delhi,Bangkok,2026-06-14,2026-08-29,Economy,Mobile
S002853,U0379,Mumbai,Dubai,2026-04-07,2026-07-08,Business,Desktop
S002854,U0313,Delhi,New York,2026-04-15,2026-09-04,Economy,Desktop
S002855,U0330,Mumbai,Singapore,2026-01-24,2026-06-22,Economy,Desktop
S002856,U0339,Delhi,London,2026-07-19,2026-12-26,Business,Desktop
S002857,U0238,Bengaluru,Dubai,2026-02-04,2026-03-21,First,Desktop
S002858,U0173,Delhi,London,2026-01-02,2026-05-19,Business,Mobile
S002859,U0079,Bengaluru,London,2026-02-02,2026-02-18,Economy,Desktop
S002860,U0464,Mumbai,Paris,2026-03-17,2026-03-26,Business,Desktop
S002861,U0386,Mumbai,Paris,2026-03-27,2026-05-18,Business,Mobile
S002862,U0093,Delhi,Dubai,2026-07-24,2026-12-27,Business,Desktop
S002863,U0452,Delhi,Singapore,2026-05-18,2026-07-30,Economy,Desktop
S002864,U0050,Delhi,Bangkok,2026-03-22,2026-07-03,Business,Mobile
S002865,U0285,Mumbai,Dubai,2026-03-03,2026-03-28,Economy,Desktop
S002866,U0223,Delhi,Singapore,2026-02-12,2026-04-21,First,Mobile
S002867,U0081,Mumbai,Dubai,2026-07-16,2026-10-28,Economy,Desktop
S002868,U0266,Delhi,Singapore,2026-05-01,2026-07-03,First,Mobile
S002869,U0155,Delhi,Tokyo,2026-02-28,2026-06-09,First,Desktop
S002870,U0373,Delhi,Singapore,2026-01-09,2026-05-02,Economy,Mobile
S002871,U0233,Delhi,New York,2026-03-18,2026-06-20,First,Desktop
S002872,U0399,Delhi,Singapore,2026-07-07,2026-12-01,Economy,Tablet
S002873,U0316,Delhi,Singapore,2026-03-04,2026-08-01,Economy,Mobile
S002874,U0236,Delhi,London,2026-02-21,2026-07-21,Economy,Desktop
S002875,U0159,Mumbai,Dubai,2026-01-23,2026-05-24,First,Mobile
S002876,U0405,Delhi,Singapore,2026-01-30,2026-06-04,Economy,Desktop
S002877,U0316,Mumbai,New York,2026-06-20,2026-08-17,Business,Desktop
S002878,U0251,Delhi,Singapore,2026-07-15,2026-08-31,Business,Tablet
S002879,U0314,Mumbai,London,2026-01-21,2026-03-16,First,Desktop
S002880,U0425,Mumbai,London,2026-02-12,2026-05-20,Business,Mobile
S002881,U0430,Mumbai,Dubai,2026-07-20,2026-09-03,Economy,Mobile
S002882,U0301,Bengaluru,Dubai,2026-05-15,2026-06-03,Economy,Desktop
S002883,U0380,Mumbai,Singapore,2026-01-16,2026-06-03,Economy,Mobile
S002884,U0282,Delhi,London,2026-01-23,2026-05-05,Business,Mobile
S002885,U0102,Delhi,London,2026-07-05,2026-10-28,Economy,Mobile
S002886,U0051,Hyderabad,Dubai,2026-03-28,2026-07-16,Economy,Desktop
S002887,U0420,Mumbai,Dubai,2026-01-31,2026-05-15,Business,Mobile
S002888,U0052,Mumbai,Paris,2026-05-01,2026-06-19,Economy,Desktop
S002889,U0209,Delhi,London,2026-03-10,2026-06-12,Business,Desktop
S002890,U0307,Bengaluru,Dubai,2026-05-14,2026-08-21,Economy,Desktop
S002891,U0131,Delhi,Tokyo,2026-04-25,2026-10-22,Economy,Mobile
S002892,U0270,Delhi,New York,2026-07-12,2026-11-21,Economy,Mobile
S002893,U0433,Delhi,London,2026-02-28,2026-06-23,Economy,Mobile
S002894,U0205,Mumbai,Dubai,2026-08-28,2026-10-20,Business,Tablet
S002895,U0489,Delhi,Singapore,2026-06-05,2026-09-11,Economy,Mobile
S002896,U0219,Delhi,Singapore,2026-05-26,2026-11-01,Economy,Mobile
S002897,U0257,Mumbai,Dubai,2026-08-04,2026-09-20,Business,Mobile
S002898,U0185,Delhi,London,2026-03-18,2026-03-27,Business,Desktop
S002899,U0145,Delhi,New York,2026-08-13,2026-12-18,Business,Desktop
S002900,U0496,Mumbai,Singapore,2026-05-18,2026-08-09,First,Mobile
S002901,U0178,Mumbai,Dubai,2026-01-07,2026-04-18,Business,Mobile
S002902,U0482,Delhi,London,2026-02-06,2026-02-25,Economy,Desktop
S002903,U0014,Hyderabad,Dubai,2026-08-12,2026-12-01,Business,Mobile
S002904,U0246,Mumbai,Singapore,2026-06-22,2026-07-16,Economy,Desktop
S002905,U0187,Delhi,Paris,2026-03-27,2026-05-09,Economy,Desktop
S002906,U0337,Delhi,Singapore,2026-01-16,2026-07-12,Economy,Desktop
S002907,U0259,Delhi,London,2026-08-04,2027-01-19,Economy,Desktop
S002908,U0354,Mumbai,Dubai,2026-04-26,2026-06-26,Economy,Desktop
S002909,U0040,Mumbai,London,2026-04-28,2026-06-25,Economy,Desktop
S002910,U0089,Delhi,Bangkok,2026-01-14,2026-02-25,Economy,Mobile
S002911,U0125,Bengaluru,London,2026-05-19,2026-09-16,Business,Mobile
S002912,U0450,Mumbai,Dubai,2026-07-30,2026-09-26,First,Desktop
S002913,U0418,Hyderabad,Dubai,2026-03-28,2026-04-22,Business,Mobile
S002914,U0474,Mumbai,London,2026-06-11,2026-11-04,Business,Desktop
S002915,U0351,Hyderabad,Dubai,2026-07-07,2026-10-13,Economy,Mobile
S002916,U0009,Hyderabad,Dubai,2026-04-14,2026-09-06,Business,Desktop
S002917,U0350,Delhi,Dubai,2026-05-21,2026-07-14,Economy,Desktop
S002918,U0084,Mumbai,London,2026-06-16,2026-10-01,Economy,Desktop
S002919,U0021,Mumbai,Singapore,2026-02-13,2026-05-29,Economy,Mobile
S002920,U0477,Bengaluru,London,2026-01-28,2026-06-27,Economy,Tablet
S002921,U0281,Mumbai,Singapore,2026-06-17,2026-08-09,Economy,Mobile
S002922,U0358,Hyderabad,Dubai,2026-01-16,2026-03-30,Economy,Mobile
S002923,U0378,Delhi,Paris,2026-02-19,2026-03-28,Economy,Mobile
S002924,U0172,Mumbai,Dubai,2026-04-25,2026-07-16,Economy,Tablet
S002925,U0025,Delhi,Dubai,2026-06-05,2026-06-19,Economy,Mobile
S002926,U0393,Bengaluru,London,2026-03-09,2026-04-28,First,Desktop
S002927,U0103,Delhi,Dubai,2026-04-02,2026-05-13,Economy,Desktop
S002928,U0190,Mumbai,Paris,2026-05-01,2026-05-21,Economy,Desktop
S002929,U0236,Mumbai,London,2026-07-07,2026-10-31,Business,Desktop
S002930,U0410,Mumbai,London,2026-05-20,2026-05-30,Business,Desktop
S002931,U0313,Delhi,London,2026-01-16,2026-06-16,Economy,Desktop
S002932,U0037,Bengaluru,London,2026-02-22,2026-06-20,Business,Desktop
S002933,U0272,Delhi,Dubai,2026-07-01,2026-09-14,Economy,Mobile
S002934,U0293,Mumbai,Paris,2026-02-18,2026-07-26,Economy,Mobile
S002935,U0332,Mumbai,Singapore,2026-06-13,2026-08-07,Economy,Mobile
S002936,U0152,Mumbai,Paris,2026-03-03,2026-05-03,Business,Mobile
S002937,U0282,Delhi,New York,2026-03-25,2026-08-29,Economy,Mobile
S002938,U0020,Delhi,London,2026-06-03,2026-08-29,Business,Desktop
S002939,U0137,Delhi,Paris,2026-02-25,2026-07-21,Economy,Tablet
S002940,U0471,Delhi,London,2026-04-30,2026-09-22,Business,Mobile
S002941,U0359,Mumbai,Singapore,2026-03-31,2026-07-30,Economy,Desktop
S002942,U0029,Delhi,Dubai,2026-05-30,2026-08-19,Economy,Mobile
S002943,U0031,Delhi,Paris,2026-04-30,2026-08-12,Business,Mobile
S002944,U0019,Bengaluru,Dubai,2026-03-14,2026-07-25,Business,Desktop
S002945,U0148,Delhi,New York,2026-03-10,2026-07-05,Economy,Tablet
S002946,U0471,Mumbai,Singapore,2026-07-28,2026-11-12,Business,Mobile
S002947,U0491,Delhi,Paris,2026-06-26,2026-10-24,Business,Mobile
S002948,U0283,Delhi,London,2026-04-08,2026-05-13,Economy,Mobile
S002949,U0350,Bengaluru,Dubai,2026-01-02,2026-03-11,First,Mobile
S002950,U0341,Delhi,Dubai,2026-02-22,2026-04-22,Business,Desktop
S002951,U0300,Hyderabad,Dubai,2026-04-29,2026-08-30,Economy,Desktop
S002952,U0163,Delhi,Paris,2026-01-07,2026-04-14,Economy,Desktop
